dt,landaveragetemperature,landaveragetemperatureuncertainty,landmaxtemperature,landmaxtemperatureuncertainty,landmintemperature,landmintemperatureuncertainty,landandoceanaveragetemperature,landandoceanaveragetemperatureuncertainty
2003-10-01,10.424000000000001,0.085,16.115,0.116,4.74,0.094,15.997,0.063
2003-11-01,6.727,0.075,12.203,0.134,1.347,0.117,14.838,0.061
2003-12-01,5.132999999999999,0.062,10.545,0.08800000000000001,-0.17900000000000005,0.091,14.436,0.062
2004-01-01,3.5250000000000004,0.062,8.901,0.109,-1.65,0.097,14.097000000000001,0.059
2004-02-01,4.4990000000000006,0.104,10.171,0.085,-1.1820000000000002,0.075,14.488,0.065
2004-03-01,6.321000000000001,0.069,12.275,0.08199999999999999,0.3759999999999999,0.093,14.992,0.061
2004-04-01,9.249,0.057,15.132,0.111,3.285,0.133,15.811,0.061
2004-05-01,11.571,0.07,17.296000000000006,0.075,5.707000000000002,0.14400000000000002,16.383,0.058
2004-06-01,13.889000000000001,0.097,19.66,0.128,8.035,0.155,17.006,0.063
2004-07-01,14.312000000000001,0.115,20.087,0.115,8.624,0.133,17.227,0.065
2004-08-01,14.187999999999999,0.104,20.011,0.09,8.382,0.083,17.266000000000002,0.063
2004-09-01,12.642000000000001,0.084,18.451,0.122,6.907,0.108,16.745,0.059
2004-10-01,10.127,0.091,15.843,0.117,4.511,0.092,15.889,0.061
2004-11-01,7.315,0.092,12.796,0.126,1.91,0.08199999999999999,15.022,0.06
2004-12-01,4.257,0.056,9.593,0.149,-0.9320000000000002,0.076,14.161,0.06
2005-01-01,3.8080000000000003,0.064,9.026,0.135,-1.3769999999999998,0.066,14.159,0.059
2005-02-01,3.92,0.115,9.508,0.093,-1.5340000000000005,0.051,14.293,0.067
2005-03-01,6.5440000000000005,0.06,12.316,0.098,0.8130000000000002,0.07400000000000001,15.106,0.064
2005-04-01,9.618,0.052000000000000005,15.550999999999998,0.133,3.697,0.16399999999999998,15.978,0.061
2005-05-01,12.226,0.09,17.995,0.132,6.392,0.166,16.629,0.061
2005-06-01,14.476,0.083,20.104,0.142,8.863,0.14,17.248,0.062
2005-07-01,15.19,0.094,20.88,0.091,9.569,0.156,17.503,0.063
2005-08-01,14.51,0.078,20.25,0.091,8.934,0.153,17.375,0.059
2005-09-01,13.217,0.08,19.110000000000007,0.109,7.412000000000001,0.14800000000000002,16.903,0.059
2005-10-01,10.601,0.064,16.235,0.101,5.004,0.08900000000000001,16.025000000000002,0.059
2005-11-01,7.422999999999999,0.068,12.944,0.111,1.9880000000000002,0.073,15.005,0.058
2005-12-01,4.878,0.054000000000000006,10.279000000000002,0.121,-0.395,0.065,14.327,0.058
2006-01-01,3.286,0.064,8.616999999999999,0.106,-1.942,0.113,13.99,0.059
2006-02-01,4.43,0.118,10.124,0.185,-1.2290000000000003,0.09,14.435,0.066
2006-03-01,6.3290000000000015,0.077,12.239,0.098,0.56,0.097,14.966,0.062
2006-04-01,9.055,0.08900000000000001,15.004000000000001,0.191,3.0810000000000004,0.166,15.729000000000001,0.061
2006-05-01,11.786,0.092,17.650000000000006,0.25,5.791,0.206,16.463,0.06
2006-06-01,14.443,0.093,20.317,0.156,8.530000000000001,0.131,17.215999999999998,0.06
2006-07-01,15.042,0.116,20.905,0.218,9.288,0.132,17.419,0.063
2006-08-01,14.913,0.107,20.79,0.122,9.146999999999998,0.182,17.479,0.061
2006-09-01,12.875,0.104,18.779000000000003,0.104,7.081,0.16699999999999998,16.792,0.062
2006-10-01,10.289000000000001,0.077,15.925,0.091,4.7959999999999985,0.129,15.935,0.06
2006-11-01,6.955,0.078,12.448,0.123,1.5179999999999998,0.163,14.931,0.058
2006-12-01,4.987,0.065,10.345999999999998,0.151,-0.2430000000000001,0.084,14.407,0.06
2007-01-01,4.5790000000000015,0.059,10.084,0.147,-0.8180000000000003,0.073,14.417,0.057
2007-02-01,4.221,0.077,10.039,0.077,-1.503,0.07400000000000001,14.408,0.059
2007-03-01,6.485,0.113,12.483,0.096,0.5169999999999999,0.142,15.017000000000001,0.065
2007-04-01,9.823,0.109,15.807,0.183,3.88,0.211,15.93,0.062
2007-05-01,12.518,0.07,18.395000000000003,0.165,6.5680000000000005,0.157,16.629,0.055
2007-06-01,14.309000000000001,0.07200000000000001,20.223,0.105,8.370000000000001,0.13,17.168000000000006,0.056
2007-07-01,15.23,0.115,21.108,0.116,9.482000000000001,0.166,17.485,0.061
2007-08-01,14.752,0.113,20.641,0.146,9.032,0.192,17.339000000000002,0.061
2007-09-01,12.93,0.102,18.838,0.152,7.18,0.162,16.737000000000002,0.059
2007-10-01,10.332,0.1,16.134,0.13,4.609,0.12,15.867,0.06
2007-11-01,7.0840000000000005,0.085,12.772,0.132,1.4780000000000002,0.105,14.821,0.057
2007-12-01,4.523,0.059,9.873,0.097,-0.6840000000000002,0.114,14.11,0.057
2008-01-01,2.8440000000000003,0.059,8.155,0.16,-2.383,0.109,13.719000000000001,0.057
2008-02-01,3.576,0.068,9.351,0.078,-2.1060000000000003,0.1,14.061,0.059
2008-03-01,6.906000000000001,0.099,12.992,0.106,0.879,0.112,15.077,0.063
2008-04-01,9.295,0.083,15.42,0.121,3.175,0.127,15.735,0.058
2008-05-01,12.053999999999998,0.071,17.989,0.084,6.053000000000001,0.155,16.497,0.055
2008-06-01,14.145,0.097,19.973,0.091,8.266,0.14400000000000002,17.077,0.058
2008-07-01,15.174000000000001,0.07200000000000001,21.006,0.138,9.407,0.16,17.449,0.054000000000000006
2008-08-01,14.377,0.113,20.176,0.073,8.594,0.141,17.282,0.06
2008-09-01,12.802,0.087,18.629,0.087,7.1160000000000005,0.154,16.757,0.057
2008-10-01,10.399000000000001,0.078,16.038,0.091,4.847,0.125,15.931,0.056
2008-11-01,7.224,0.064,12.738,0.107,1.7959999999999998,0.103,14.919,0.054000000000000006
2008-12-01,4.385,0.056,9.834,0.106,-0.946,0.128,14.151,0.056
2009-01-01,3.687,0.078,9.175999999999998,0.103,-1.7560000000000002,0.107,14.091,0.058
2009-02-01,4.093999999999999,0.083,9.822000000000001,0.06,-1.5450000000000002,0.077,14.267,0.06
2009-03-01,6.086,0.058,12.065,0.093,0.132,0.112,14.873,0.06
2009-04-01,9.367,0.084,15.377,0.098,3.32,0.194,15.819,0.059
2009-05-01,12.111999999999998,0.104,18.01,0.177,6.141,0.16699999999999998,16.570999999999998,0.06
2009-06-01,14.201,0.07400000000000001,20.056,0.172,8.3,0.122,17.26,0.057
2009-07-01,15.231,0.14800000000000002,21.085,0.1,9.456,0.13,17.578,0.067
2009-08-01,14.655,0.109,20.577,0.103,8.854999999999997,0.13699999999999998,17.427,0.06
2009-09-01,13.153,0.05,19.006,0.094,7.397,0.133,16.864,0.053
2009-10-01,10.136000000000001,0.075,15.79,0.087,4.563,0.104,15.91,0.056
2009-11-01,7.031000000000001,0.087,12.574000000000002,0.085,1.64,0.128,14.968,0.057
2009-12-01,4.31,0.081,9.661,0.121,-0.94,0.101,14.298,0.06
2010-01-01,3.737,0.079,9.245,0.087,-1.6770000000000005,0.08199999999999999,14.207999999999998,0.06
2010-02-01,4.399,0.08,10.034,0.083,-1.107,0.079,14.517,0.061
2010-03-01,6.7379999999999995,0.057,12.669,0.07400000000000001,0.7959999999999998,0.119,15.223,0.059
2010-04-01,9.671,0.087,15.616,0.153,3.759,0.159,16.038999999999998,0.06
2010-05-01,12.406,0.078,18.173,0.14300000000000002,6.524000000000001,0.132,16.732,0.057
2010-06-01,14.421,0.086,20.252,0.118,8.488999999999999,0.128,17.271,0.057
2010-07-01,15.213,0.09,20.97,0.08,9.551,0.141,17.532,0.057
2010-08-01,14.767999999999999,0.112,20.656,0.062,8.984,0.124,17.412,0.061
2010-09-01,12.863,0.065,18.602999999999998,0.092,7.252000000000001,0.117,16.761,0.054000000000000006
2010-10-01,10.442,0.07,16.115,0.083,4.905,0.12,15.939,0.057
2010-11-01,7.487,0.102,13.168,0.128,1.95,0.097,14.995,0.06
2010-12-01,4.292,0.095,9.887,0.138,-1.139,0.09,14.117,0.06
2011-01-01,3.282,0.08199999999999999,8.722000000000001,0.096,-2.0340000000000003,0.133,13.928,0.059
2011-02-01,3.7430000000000003,0.067,9.435,0.077,-1.906,0.104,14.193,0.059
2011-03-01,6.101,0.064,11.963,0.098,0.3140000000000001,0.14400000000000002,14.88,0.06
2011-04-01,9.483,0.046,15.45,0.152,3.5239999999999996,0.159,15.832,0.056
2011-05-01,11.986,0.056,17.917,0.105,6.0230000000000015,0.165,16.523,0.056
2011-06-01,14.37,0.08199999999999999,20.231,0.102,8.48,0.14300000000000002,17.203000000000007,0.058
2011-07-01,15.482000000000001,0.113,21.32,0.131,9.684,0.11,17.567999999999998,0.062
2011-08-01,15.012,0.091,20.922,0.114,9.207999999999998,0.13,17.475,0.059
2011-09-01,12.912,0.083,18.89,0.14,6.997999999999999,0.147,16.762,0.057
2011-10-01,10.352,0.087,16.075,0.08,4.85,0.115,15.873,0.059
2011-11-01,6.814,0.107,12.395,0.094,1.432,0.156,14.799000000000001,0.06
2011-12-01,4.6549999999999985,0.106,10.098,0.183,-0.6409999999999999,0.133,14.198,0.063
2012-01-01,3.157,0.085,8.690999999999999,0.135,-2.233,0.117,13.859000000000002,0.06
2012-02-01,3.628,0.102,9.379,0.084,-2.0669999999999997,0.145,14.164,0.063
2012-03-01,6.023,0.054000000000000006,12.025,0.08199999999999999,0.07499999999999996,0.16,14.863,0.061
2012-04-01,9.675999999999998,0.055,15.679,0.129,3.6889999999999996,0.14400000000000002,15.880999999999998,0.059
2012-05-01,12.59,0.109,18.611,0.108,6.461,0.162,16.698999999999998,0.064
2012-06-01,14.492,0.078,20.43,0.101,8.505,0.14,17.252000000000002,0.06
2012-07-01,15.075999999999999,0.076,21.006,0.079,9.229,0.113,17.45,0.06
2012-08-01,14.72,0.069,20.709,0.079,8.84,0.218,17.42,0.06
2012-09-01,13.04,0.069,19.074,0.093,7.176,0.188,16.882,0.06
2012-10-01,10.428,0.098,16.203,0.099,4.765,0.134,16.019000000000002,0.063
2012-11-01,7.1560000000000015,0.116,12.689,0.15,1.7959999999999998,0.127,15.001,0.064
2012-12-01,4.102,0.09,9.498,0.149,-1.162,0.096,14.138,0.064
2013-01-01,3.685,0.097,9.255,0.154,-1.7260000000000002,0.08800000000000001,14.117,0.064
2013-02-01,4.222,0.093,9.95,0.057,-1.4720000000000002,0.14800000000000002,14.359000000000002,0.065
2013-03-01,6.261,0.09,12.328,0.08900000000000001,0.17400000000000004,0.142,14.952,0.066
2013-04-01,9.044,0.098,15.084000000000001,0.15,3.055,0.177,15.749,0.065
2013-05-01,12.195,0.104,18.107000000000006,0.139,6.263,0.196,16.608999999999998,0.065
2013-06-01,14.568,0.09,20.44,0.158,8.685,0.165,17.257,0.062
2013-07-01,15.003,0.126,20.737,0.1,9.33,0.153,17.503,0.068
2013-08-01,14.742,0.129,20.596,0.12,9.014,0.179,17.462,0.068
2013-09-01,13.154000000000002,0.104,18.947000000000006,0.077,7.482,0.194,16.894000000000002,0.064
2013-10-01,10.255999999999998,0.077,15.994000000000002,0.1,4.663,0.135,15.905,0.062
2013-11-01,7.4239999999999995,0.079,12.965,0.113,2.016,0.116,15.107000000000001,0.062
2013-12-01,4.724,0.085,10.083,0.129,-0.5479999999999999,0.105,14.339,0.065
2014-01-01,3.7319999999999998,0.075,9.327,0.138,-1.7550000000000003,0.091,14.136,0.064
2014-02-01,3.5,0.068,9.146,0.073,-2.08,0.095,14.157,0.065
2014-03-01,6.377999999999999,0.098,12.367,0.108,0.436,0.139,15.09,0.068
2014-04-01,9.589,0.111,15.529000000000002,0.09,3.617,0.193,16.038,0.069
2014-05-01,12.582,0.068,18.362,0.158,6.6129999999999995,0.166,16.804000000000002,0.059
2014-06-01,14.335,0.096,20.126,0.095,8.472999999999999,0.157,17.303,0.064
2014-07-01,14.873,0.078,20.711,0.091,9.112,0.135,17.508,0.061
2014-08-01,14.875,0.115,20.79,0.098,9.047,0.173,17.607,0.064
2014-09-01,13.091,0.086,18.865,0.106,7.399,0.155,16.975,0.059
2014-10-01,10.33,0.076,16.066,0.111,4.689,0.126,16.029,0.059
2014-11-01,6.712999999999999,0.121,12.284,0.124,1.3130000000000002,0.115,14.899,0.064
2014-12-01,4.85,0.09,10.19,0.14800000000000002,-0.331,0.123,14.41,0.062
2015-01-01,3.881,0.13,9.432,0.09,-1.5180000000000002,0.097,14.255,0.066
2015-02-01,4.664,0.121,10.497,0.092,-1.1380000000000003,0.113,14.564,0.067
2015-03-01,6.74,0.06,12.659,0.096,0.8940000000000001,0.079,15.193,0.061
2015-04-01,9.313,0.08800000000000001,15.224,0.13699999999999998,3.4019999999999997,0.147,15.962,0.061
2015-05-01,12.312000000000001,0.081,18.180999999999997,0.117,6.3130000000000015,0.153,16.774,0.058
2015-06-01,14.505,0.068,20.364,0.133,8.627,0.168,17.39,0.057
2015-07-01,15.050999999999998,0.086,20.904,0.109,9.326,0.225,17.611,0.058
2015-08-01,14.755,0.07200000000000001,20.699,0.11,9.004999999999997,0.17,17.589000000000002,0.057
2015-09-01,12.999,0.079,18.845,0.08800000000000001,7.199,0.229,17.049,0.058
2015-10-01,10.800999999999998,0.102,16.45,0.059,5.231999999999998,0.115,16.29,0.062
2015-11-01,7.433,0.119,12.892000000000001,0.093,2.157,0.106,15.252,0.063
2015-12-01,5.518,0.1,10.725,0.154,0.2869999999999997,0.099,14.774,0.062
